1.871028661727905273e+00	7.019929885864257812e-01	6.983566284179687500e-01
1.861686110496520996e+00	6.964322924613952637e-01	6.873316764831542969e-01
1.843292236328125000e+00	6.851651668548583984e-01	6.774937510490417480e-01
1.823456048965454102e+00	6.753386259078979492e-01	6.648963689804077148e-01
1.798384666442871094e+00	6.627511978149414062e-01	6.531088352203369141e-01
1.771966576576232910e+00	6.509073972702026367e-01	6.418746113777160645e-01
1.744637846946716309e+00	6.398997306823730469e-01	6.288984417915344238e-01
1.714069366455078125e+00	6.270968914031982422e-01	6.176271438598632812e-01
1.683995366096496582e+00	6.159607768058776855e-01	6.057593822479248047e-01
1.652825117111206055e+00	6.046820878982543945e-01	5.947412252426147461e-01
1.621551036834716797e+00	5.940555334091186523e-01	5.861523151397705078e-01
1.592165589332580566e+00	5.859215855598449707e-01	5.782982110977172852e-01
1.563835263252258301e+00	5.793430209159851074e-01	5.718407034873962402e-01
1.535867929458618164e+00	5.735328793525695801e-01	5.668883323669433594e-01
1.509584903717041016e+00	5.697581768035888672e-01	5.637701749801635742e-01
1.484646558761596680e+00	5.676254034042358398e-01	5.623228549957275391e-01
1.460201978683471680e+00	5.662311315536499023e-01	5.603706240653991699e-01
1.435808420181274414e+00	5.650976300239562988e-01	5.601595044136047363e-01
1.411055088043212891e+00	5.637265443801879883e-01	5.588982701301574707e-01
1.386436343193054199e+00	5.625699758529663086e-01	5.605248808860778809e-01
1.362347722053527832e+00	5.619024038314819336e-01	5.610181689262390137e-01
1.339287877082824707e+00	5.621848106384277344e-01	5.642500519752502441e-01
1.316560506820678711e+00	5.625854134559631348e-01	5.622439980506896973e-01
1.291606187820434570e+00	5.605321526527404785e-01	5.579001903533935547e-01
1.262614607810974121e+00	5.540712475776672363e-01	5.511436462402343750e-01
1.233199954032897949e+00	5.467766523361206055e-01	5.509809851646423340e-01
1.210564970970153809e+00	5.457342863082885742e-01	5.550899505615234375e-01
1.192809820175170898e+00	5.490106940269470215e-01	5.539348125457763672e-01
1.170873761177062988e+00	5.475614666938781738e-01	5.519884228706359863e-01
1.148517370223999023e+00	5.451016426086425781e-01	5.544585585594177246e-01
1.131340026855468750e+00	5.472183227539062500e-01	5.536949634552001953e-01
1.111675739288330078e+00	5.462714433670043945e-01	5.520687699317932129e-01
1.091642618179321289e+00	5.443648099899291992e-01	5.533500909805297852e-01
1.075157999992370605e+00	5.454224348068237305e-01	5.516810417175292969e-01
1.056334137916564941e+00	5.435903072357177734e-01	5.505810379981994629e-01
1.038639068603515625e+00	5.423327684402465820e-01	5.509332418441772461e-01
1.022915720939636230e+00	5.425093173980712891e-01	5.489864349365234375e-01
1.005433440208435059e+00	5.404259562492370605e-01	5.484248995780944824e-01
9.899150729179382324e-01	5.398066639900207520e-01	5.482751727104187012e-01
9.753265380859375000e-01	5.396386384963989258e-01	5.467114448547363281e-01
9.597461819648742676e-01	5.380343794822692871e-01	5.464724898338317871e-01
9.459771513938903809e-01	5.378007888793945312e-01	5.463019609451293945e-01
9.327694177627563477e-01	5.377052426338195801e-01	5.452215075492858887e-01
9.189460873603820801e-01	5.365990996360778809e-01	5.451129078865051270e-01
9.064961075782775879e-01	5.364719629287719727e-01	5.451191663742065430e-01
8.945955038070678711e-01	5.365105271339416504e-01	5.444582700729370117e-01
8.822705149650573730e-01	5.357630252838134766e-01	5.443444848060607910e-01
8.708912730216979980e-01	5.355945825576782227e-01	5.445070862770080566e-01
8.601950407028198242e-01	5.357483625411987305e-01	5.442083477973937988e-01
8.492422699928283691e-01	5.353006720542907715e-01	5.440865159034729004e-01
8.388704657554626465e-01	5.350812077522277832e-01	5.443320274353027344e-01
8.292647600173950195e-01	5.352796316146850586e-01	5.443218946456909180e-01
8.196101188659667969e-01	5.350924134254455566e-01	5.442077517509460449e-01
8.102951645851135254e-01	5.349016189575195312e-01	5.444576144218444824e-01
8.017014861106872559e-01	5.350946187973022461e-01	5.446137189865112305e-01
7.932235598564147949e-01	5.350760817527770996e-01	5.445243716239929199e-01
7.849433422088623047e-01	5.349255800247192383e-01	5.447176098823547363e-01
7.772629857063293457e-01	5.350542664527893066e-01	5.449077486991882324e-01
7.698022723197937012e-01	5.350922942161560059e-01	5.447933673858642578e-01
7.624561786651611328e-01	5.349370241165161133e-01	5.448555946350097656e-01
7.555634975433349609e-01	5.349394679069519043e-01	5.449497699737548828e-01
7.489453554153442383e-01	5.349318385124206543e-01	5.447621345520019531e-01
7.424166798591613770e-01	5.347347855567932129e-01	5.446594953536987305e-01
7.362107038497924805e-01	5.345962643623352051e-01	5.446247458457946777e-01
7.303074002265930176e-01	5.345070958137512207e-01	5.443838238716125488e-01
7.245134711265563965e-01	5.342821478843688965e-01	5.441743135452270508e-01
7.189405560493469238e-01	5.340487360954284668e-01	5.440540313720703125e-01
7.136714458465576172e-01	5.338990092277526855e-01	5.438470840454101562e-01
7.085608839988708496e-01	5.336971879005432129e-01	5.436333417892456055e-01
7.035931944847106934e-01	5.334427952766418457e-01	5.434734225273132324e-01
6.988741755485534668e-01	5.332487821578979492e-01	5.433283448219299316e-01
6.943642497062683105e-01	5.330852270126342773e-01	5.431807637214660645e-01
6.899780035018920898e-01	5.328791737556457520e-01	5.430181026458740234e-01
6.857564449310302734e-01	5.326768755912780762e-01	5.429163575172424316e-01
6.817410588264465332e-01	5.325288772583007812e-01	5.428465008735656738e-01
6.778759956359863281e-01	5.323877334594726562e-01	5.427289009094238281e-01
6.741260290145874023e-01	5.322222113609313965e-01	5.426539182662963867e-01
6.705266833305358887e-01	5.320759415626525879e-01	5.426207780838012695e-01
6.670904159545898438e-01	5.319660305976867676e-01	5.425765514373779297e-01
6.637769341468811035e-01	5.318557024002075195e-01	5.425430536270141602e-01
6.605697870254516602e-01	5.317350029945373535e-01	5.425136685371398926e-01
6.574926972389221191e-01	5.316297411918640137e-01	5.425056815147399902e-01
6.545504331588745117e-01	5.315486788749694824e-01	5.425120592117309570e-01
6.517150998115539551e-01	5.314681529998779297e-01	5.424967408180236816e-01
6.489774584770202637e-01	5.313805341720581055e-01	5.424973964691162109e-01
6.463515162467956543e-01	5.313038229942321777e-01	5.425115227699279785e-01
6.438363790512084961e-01	5.312401056289672852e-01	5.425099730491638184e-01
6.414129734039306641e-01	5.311724543571472168e-01	5.425086617469787598e-01
6.390751004219055176e-01	5.310987830162048340e-01	5.425024628639221191e-01
6.368328928947448730e-01	5.310311913490295410e-01	5.424970388412475586e-01
6.346836090087890625e-01	5.309699177742004395e-01	5.424884557723999023e-01
6.326127648353576660e-01	5.309042334556579590e-01	5.424609780311584473e-01
6.306155323982238770e-01	5.308312773704528809e-01	5.424319505691528320e-01
6.286982893943786621e-01	5.307613015174865723e-01	5.424036383628845215e-01
6.268586516380310059e-01	5.306946635246276855e-01	5.423641204833984375e-01
6.250879764556884766e-01	5.306252241134643555e-01	5.423232913017272949e-01
6.233810782432556152e-01	5.305517315864562988e-01	5.422785282135009766e-01
6.217404603958129883e-01	5.304787158966064453e-01	5.422328114509582520e-01
6.201658248901367188e-01	5.304091572761535645e-01	5.421885251998901367e-01
6.186506152153015137e-01	5.303394794464111328e-01	5.421362519264221191e-01
6.171907186508178711e-01	5.302678942680358887e-01	5.420871376991271973e-01
6.157878637313842773e-01	5.301988720893859863e-01	5.420419573783874512e-01
6.144409179687500000e-01	5.301338434219360352e-01	5.419940352439880371e-01
6.131457686424255371e-01	5.300703048706054688e-01	5.419510602951049805e-01
6.118996143341064453e-01	5.300084352493286133e-01	5.419097542762756348e-01
6.107026338577270508e-01	5.299500226974487305e-01	5.418727397918701172e-01
6.095528006553649902e-01	5.298949480056762695e-01	5.418413877487182617e-01
6.084467172622680664e-01	5.298417210578918457e-01	5.418080091476440430e-01
6.073824763298034668e-01	5.297893881797790527e-01	5.417806506156921387e-01
6.063588261604309082e-01	5.297390818595886230e-01	5.417574644088745117e-01
6.053759455680847168e-01	5.296919345855712891e-01	5.417351126670837402e-01
6.044307947158813477e-01	5.296461582183837891e-01	5.417168736457824707e-01
6.035212278366088867e-01	5.296009182929992676e-01	5.416986346244812012e-01
6.026466488838195801e-01	5.295566320419311523e-01	5.416828989982604980e-01
6.018061637878417969e-01	5.295137763023376465e-01	5.416696667671203613e-01
6.009983420372009277e-01	5.294719934463500977e-01	5.416543483734130859e-01
6.002209782600402832e-01	5.294299721717834473e-01	5.416406393051147461e-01
5.994735956192016602e-01	5.293884873390197754e-01	5.416266322135925293e-01
5.987553000450134277e-01	5.293476581573486328e-01	5.416121482849121094e-01
5.980647206306457520e-01	5.293070077896118164e-01	5.415995121002197266e-01
5.974000692367553711e-01	5.292659997940063477e-01	5.415849089622497559e-01
5.967605113983154297e-01	5.292248129844665527e-01	5.415706634521484375e-01
5.961458683013916016e-01	5.291842818260192871e-01	5.415565371513366699e-01
5.955551862716674805e-01	5.291442871093750000e-01	5.415404438972473145e-01
5.949868559837341309e-01	5.291041135787963867e-01	5.415251255035400391e-01
5.944398641586303711e-01	5.290639996528625488e-01	5.415090918540954590e-01
5.939141511917114258e-01	5.290246605873107910e-01	5.414925813674926758e-01
5.934090018272399902e-01	5.289864540100097656e-01	5.414767861366271973e-01
5.929234623908996582e-01	5.289491415023803711e-01	5.414597392082214355e-01
5.924564003944396973e-01	5.289125442504882812e-01	5.414431095123291016e-01
5.920072793960571289e-01	5.288768410682678223e-01	5.414264798164367676e-01
5.915755033493041992e-01	5.288423895835876465e-01	5.414094328880310059e-01
5.911601781845092773e-01	5.288088321685791016e-01	5.413944125175476074e-01
5.907605290412902832e-01	5.287763476371765137e-01	5.413792133331298828e-01
5.903763771057128906e-01	5.287449359893798828e-01	5.413653254508972168e-01
5.900067090988159180e-01	5.287146568298339844e-01	5.413526296615600586e-01
5.896508693695068359e-01	5.286852717399597168e-01	5.413399934768676758e-01
5.893087983131408691e-01	5.286571383476257324e-01	5.413283705711364746e-01
5.889796018600463867e-01	5.286301374435424805e-01	5.413170456886291504e-01
5.886631608009338379e-01	5.286043882369995117e-01	5.413063168525695801e-01
5.883584618568420410e-01	5.285794734954833984e-01	5.412964820861816406e-01
5.880654454231262207e-01	5.285555124282836914e-01	5.412864089012145996e-01
5.877836942672729492e-01	5.285323858261108398e-01	5.412769317626953125e-01
5.875121951103210449e-01	5.285099148750305176e-01	5.412672758102416992e-01
5.872512459754943848e-01	5.284882783889770508e-01	5.412573218345642090e-01
5.869999527931213379e-01	5.284671783447265625e-01	5.412478446960449219e-01
5.867580771446228027e-01	5.284466147422790527e-01	5.412376523017883301e-01
5.865253210067749023e-01	5.284265875816345215e-01	5.412276983261108398e-01
5.863014459609985352e-01	5.284069776535034180e-01	5.412179231643676758e-01
5.860858559608459473e-01	5.283876657485961914e-01	5.412073731422424316e-01
5.858783721923828125e-01	5.283687114715576172e-01	5.411978363990783691e-01
5.856788754463195801e-01	5.283501148223876953e-01	5.411879420280456543e-01
5.854869484901428223e-01	5.283318161964416504e-01	5.411782860755920410e-01
5.853022336959838867e-01	5.283135175704956055e-01	5.411685705184936523e-01
5.851244926452636719e-01	5.282954573631286621e-01	5.411578416824340820e-01
5.849533081054687500e-01	5.282776355743408203e-01	5.411476492881774902e-01
5.847883224487304688e-01	5.282598733901977539e-01	5.411370992660522461e-01
5.846297144889831543e-01	5.282425284385681152e-01	5.411266684532165527e-01
5.844770073890686035e-01	5.282256603240966797e-01	5.411165356636047363e-01
5.843300819396972656e-01	5.282090902328491211e-01	5.411059260368347168e-01
5.841888189315795898e-01	5.281929969787597656e-01	5.410963892936706543e-01
5.840526223182678223e-01	5.281772017478942871e-01	5.410862565040588379e-01
5.839216709136962891e-01	5.281618237495422363e-01	5.410771369934082031e-01
5.837956666946411133e-01	5.281469225883483887e-01	5.410688519477844238e-01
5.836745500564575195e-01	5.281325578689575195e-01	5.410606861114501953e-01
5.835577845573425293e-01	5.281184315681457520e-01	5.410534739494323730e-01
5.834453701972961426e-01	5.281047821044921875e-01	5.410462021827697754e-01
5.833371877670288086e-01	5.280915498733520508e-01	5.410395860671997070e-01
5.832329988479614258e-01	5.280787348747253418e-01	5.410330891609191895e-01
5.831329226493835449e-01	5.280663967132568359e-01	5.410270094871520996e-01
5.830364823341369629e-01	5.280544757843017578e-01	5.410214662551879883e-01
5.829436779022216797e-01	5.280429124832153320e-01	5.410159230232238770e-01
5.828545093536376953e-01	5.280316472053527832e-01	5.410104990005493164e-01
5.827686786651611328e-01	5.280206799507141113e-01	5.410054326057434082e-01
5.826857686042785645e-01	5.280098915100097656e-01	5.410001873970031738e-01
5.826060771942138672e-01	5.279994010925292969e-01	5.409951210021972656e-01
5.825292468070983887e-01	5.279890894889831543e-01	5.409899950027465820e-01
5.824552774429321289e-01	5.279790163040161133e-01	5.409848690032958984e-01
5.823839306831359863e-01	5.279691815376281738e-01	5.409800410270690918e-01
5.823153853416442871e-01	5.279595255851745605e-01	5.409750938415527344e-01
5.822492837905883789e-01	5.279501080513000488e-01	5.409705042839050293e-01
5.821855664253234863e-01	5.279408097267150879e-01	5.409657359123229980e-01
5.821241140365600586e-01	5.279316902160644531e-01	5.409612059593200684e-01
5.820649862289428711e-01	5.279228091239929199e-01	5.409567356109619141e-01
5.820080041885375977e-01	5.279141068458557129e-01	5.409521460533142090e-01
5.819529891014099121e-01	5.279055237770080566e-01	5.409479141235351562e-01
5.819002985954284668e-01	5.278972387313842773e-01	5.409435629844665527e-01
5.818493366241455078e-01	5.278890728950500488e-01	5.409393906593322754e-01
5.818002223968505859e-01	5.278810858726501465e-01	5.409353375434875488e-01
5.817530155181884766e-01	5.278732776641845703e-01	5.409312844276428223e-01
5.817074179649353027e-01	5.278656482696533203e-01	5.409275889396667480e-01
5.816634297370910645e-01	5.278580784797668457e-01	5.409237146377563477e-01
5.816209912300109863e-01	5.278505682945251465e-01	5.409200787544250488e-01
5.815801024436950684e-01	5.278432369232177734e-01	5.409163832664489746e-01
5.815407037734985352e-01	5.278360247611999512e-01	5.409127473831176758e-01
5.815027952194213867e-01	5.278289914131164551e-01	5.409092903137207031e-01
5.814660191535949707e-01	5.278221368789672852e-01	5.409055948257446289e-01
5.814306735992431641e-01	5.278153419494628906e-01	5.409020781517028809e-01
5.813966393470764160e-01	5.278089046478271484e-01	5.408983826637268066e-01
5.813638567924499512e-01	5.278025269508361816e-01	5.408946275711059570e-01
5.813321471214294434e-01	5.277963876724243164e-01	5.408908128738403320e-01
5.813017487525939941e-01	5.277904272079467773e-01	5.408867001533508301e-01
