1.853396058082580566e+00	7.114834785461425781e-01
1.864365696907043457e+00	7.258139252662658691e-01
1.802223086357116699e+00	6.701942086219787598e-01
1.802604079246520996e+00	6.794745922088623047e-01
1.754903912544250488e+00	6.428732275962829590e-01
1.737739443778991699e+00	6.384948492050170898e-01
1.701587677001953125e+00	6.166433691978454590e-01
1.678095579147338867e+00	6.086542606353759766e-01
1.646808028221130371e+00	5.938897728919982910e-01
1.619758367538452148e+00	5.841970443725585938e-01
1.592036604881286621e+00	5.745666027069091797e-01
1.569177150726318359e+00	5.704264044761657715e-01
1.541003942489624023e+00	5.615186095237731934e-01
1.525092005729675293e+00	5.653349161148071289e-01
1.494829654693603516e+00	5.552908182144165039e-01
1.481922864913940430e+00	5.629703998565673828e-01
1.451988101005554199e+00	5.539718866348266602e-01
1.434827804565429688e+00	5.580039024353027344e-01
1.409140348434448242e+00	5.537343025207519531e-01
1.385802149772644043e+00	5.519109964370727539e-01
1.364006757736206055e+00	5.516403913497924805e-01
1.338120937347412109e+00	5.472320318222045898e-01
1.318279981613159180e+00	5.487100481986999512e-01
1.293269991874694824e+00	5.447886586189270020e-01
1.274428248405456543e+00	5.467267036437988281e-01
1.251311898231506348e+00	5.440564155578613281e-01
1.233062624931335449e+00	5.458490848541259766e-01
1.211764812469482422e+00	5.441607236862182617e-01
1.193817853927612305e+00	5.453579425811767578e-01
1.174066662788391113e+00	5.442868471145629883e-01
1.156233191490173340e+00	5.446482896804809570e-01
1.137841224670410156e+00	5.439579486846923828e-01
1.120132803916931152e+00	5.434563755989074707e-01
1.102903604507446289e+00	5.429517030715942383e-01
1.085694432258605957e+00	5.419935584068298340e-01
1.069499611854553223e+00	5.415763854980468750e-01
1.053000092506408691e+00	5.403939485549926758e-01
1.037710547447204590e+00	5.399786233901977539e-01
1.022187471389770508e+00	5.389058589935302734e-01
1.007730722427368164e+00	5.384795069694519043e-01
9.932590126991271973e-01	5.376330614089965820e-01
9.795134067535400391e-01	5.371271967887878418e-01
9.661661982536315918e-01	5.366482138633728027e-01
9.530361890792846680e-01	5.360192060470581055e-01
9.407449364662170410e-01	5.358726978302001953e-01
9.282332062721252441e-01	5.351678133010864258e-01
9.168011546134948730e-01	5.352063179016113281e-01
9.050825834274291992e-01	5.346260666847229004e-01
8.941999673843383789e-01	5.345597863197326660e-01
8.834655284881591797e-01	5.343279242515563965e-01
8.729947209358215332e-01	5.340433120727539062e-01
8.631619811058044434e-01	5.340855717658996582e-01
8.532667756080627441e-01	5.337646007537841797e-01
8.440332412719726562e-01	5.338023304939270020e-01
8.349442481994628906e-01	5.336842536926269531e-01
8.261294364929199219e-01	5.335499644279479980e-01
8.178045153617858887e-01	5.336176753044128418e-01
8.095258474349975586e-01	5.334457159042358398e-01
8.016977906227111816e-01	5.334475040435791016e-01
7.940914630889892578e-01	5.334017872810363770e-01
7.866548299789428711e-01	5.332589149475097656e-01
7.796195149421691895e-01	5.332593917846679688e-01
